year,country_trans,bgs_commodity_trans,Mass of Pb,concat_figure_notes_text,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12
1987,Korea (Rep. of),"lead, mine",13998,,,,,,,,,,,,,
1987,Congo,"lead, mine",430,,,,,,,,,,,,,
1987,German Federal Republic,"lead, mine",24500,Recoverable.,,,,,,,,,,,,
1987,Argentina,"lead, mine",26069,,,,,,,,,,,,,
1987,Algeria,"lead, mine",2000,,,,,,,,,,,,,
1987,Italy,"lead, mine",12202,,,,,,,,,,,,,
1987,Greenland,"lead, mine",21000,,,,,,,,,,,,,
1987,Jamaica,"lead, refined",500,Estimates.,,,,,,,,,,,,
1987,United Kingdom,"lead, mine",691,,,,,,,,,,,,,
1987,Honduras,"lead, mine",3728,,,,,,,,,,,,,
1987,Austria,"lead, mine",6437,,,,,,,,,,,,,
1987,Switzerland,"lead, refined",2500,,,,,,,,,,,,,
1987,Soviet Union,"lead, mine",510000,Estimates.,,,,,,,,,,,,
1987,"Ireland, Republic of","lead, mine",33800,,,,,,,,,,,,,
1987,Trinidad & Tobago,"lead, refined",700,Estimates.,,,,,,,,,,,,
1987,Australia,"lead, mine",489150,,,,,,,,,,,,,
1987,Venezuela,"lead, refined",18500,,,,,,,,,,,,,
1987,Bolivia,"lead, mine",9134,,,,,,,,,,,,,
1987,Thailand,"lead, refined",11366,,,,,,,,,,,,,
1988,"Ireland, Republic of","lead, refined",11700,,,,,,,,,,,,,
1988,Malaysia,"lead, refined",15000,,,,,,,,,,,,,
1988,Algeria,"lead, refined",4000,,,,,,,,,,,,,
1988,Argentina,"lead, mine",28549,,,,,,,,,,,,,
1988,Zambia,"lead, refined",6385,,,,,,,,,,,,,
1988,Australia,"lead, mine",462170,,,,,,,,,,,,,
1988,Zambia,"lead, mine",12356,,,,,,,,,,,,,
1988,Venezuela,"lead, refined",13100,,,,,,,,,,,,,
1988,Austria,"lead, mine",3315,,,,,,,,,,,,,
1988,Bolivia,"lead, mine",12531,,,,,,,,,,,,,
1988,United Kingdom,"lead, mine",1185,,,,,,,,,,,,,
1988,Turkey,"lead, refined",11000,,,,,,,,,,,,,
1988,Bulgaria,"lead, mine",60000,,,,,,,,,,,,,
1988,Trinidad & Tobago,"lead, refined",0,Estimates.,,,,,,,,,,,,
1988,Canada,"lead, refined",268076,,,,,,,,,,,,,
1988,Thailand,"lead, refined",15614,,,,,,,,,,,,,
1988,Switzerland,"lead, refined",1500,,,,,,,,,,,,,
1988,China,"lead, refined",241400,,,,,,,,,,,,,
1988,Congo,"lead, mine",760,,,,,,,,,,,,,
1988,Sweden,"lead, mine",91579,,,,,,,,,,,,,
1988,Spain,"lead, refined",120800,,,,,,,,,,,,,
1988,Soviet Union,"lead, mine",270000,Estimates.,,,,,,,,,,,,
1988,Finland,"lead, mine",1924,,,,,,,,,,,,,
1988,France,"lead, mine",2000,,,,,,,,,,,,,
1988,German Federal Republic,"lead, mine",17900,Recoverable.,,,,,,,,,,,,
1988,German Federal Republic,"lead, refined",345100,,,,,,,,,,,,,
1988,South Africa,"lead, refined",36200,,,,,,,,,,,,,
1988,Greece,"lead, mine",25900,,,,,,,,,,,,,
1988,Greenland,"lead, mine",23000,,,,,,,,,,,,,
1988,Honduras,"lead, mine",11195,,,,,,,,,,,,,
1988,Romania,"lead, refined",43400,Estimates.,,,,,,,,,,,,
1988,India,"lead, mine",23300,,,,,,,,,,,,,
1988,Portugal,"lead, refined",7000,,,,,,,,,,,,,
1988,Iran,"lead, refined",10000,,,,,,,,,,,,,
1988,Poland,"lead, refined",90700,,,,,,,,,,,,,
1988,"Ireland, Republic of","lead, mine",32500,,,,,,,,,,,,,
1988,Peru,"lead, refined",56523,,,,,,,,,,,,,
1988,Italy,"lead, mine",16503,,,,,,,,,,,,,
1988,Algeria,"lead, mine",2300,,,,,,,,,,,,,
1988,Jamaica,"lead, refined",1000,Estimates.,,,,,,,,,,,,
1988,Japan,"lead, refined",339971,,,,,,,,,,,,,
1988,Norway,"lead, mine",2957,,,,,,,,,,,,,
1988,Nigeria,"lead, refined",3800,,,,,,,,,,,,,
1988,"Korea, Dem. P.R. of","lead, mine",90000,Estimates.,,,,,,,,,,,,
1988,"Korea, Dem. P.R. of","lead, refined",45000,Estimates.,,,,,,,,,,,,
1988,Netherlands,"lead, refined",39500,,,,,,,,,,,,,
1988,Korea (Rep. of),"lead, mine",14457,,,,,,,,,,,,,
1988,Morocco,"lead, mine",75079,,,,,,,,,,,,,
1988,German Democratic Rep,"lead, refined",39600,,,,,,,,,,,,,
1988,Chile,"lead, mine",1359,,,,,,,,,,,,,
1988,Myanmar,"lead, refined",3198,Years ended 31 March following that stated.,,,,,,,,,,,,
1988,Canada,"lead, mine",366564,,,,,,,,,,,,,
1988,Japan,"lead, mine",22090,,,,,,,,,,,,,
1988,China,"lead, mine",311600,,,,,,,,,,,,,
1988,Australia,"lead, refined",204000,,,,,,,,,,,,,
1988,Namibia,"lead, refined",44447,,,,,,,,,,,,,
1988,Bulgaria,"lead, refined",101000,Estimates.,,,,,,,,,,,,
1988,Myanmar,"lead, mine",6000,,,,,,,,,,,,,
1988,New Zealand,"lead, refined",5000,,,,,,,,,,,,,
1988,Brazil,"lead, refined",71092,,,,,,,,,,,,,
1988,Colombia,"lead, refined",5000,Estimates.,,,,,,,,,,,,
1988,Kenya,"lead, mine",700,,,,,,,,,,,,,
1988,Brazil,"lead, mine",13802,,,,,,,,,,,,,
1988,Morocco,"lead, refined",71000,,,,,,,,,,,,,
1988,Korea (Rep. of),"lead, refined",92444,,,,,,,,,,,,,
1988,Yugoslavia,"lead, mine",103286,,,,,,,,,,,,,
1988,Kenya,"lead, refined",2200,,,,,,,,,,,,,
1988,Mexico,"lead, refined",238100,,,,,,,,,,,,,
1988,Belgium,"lead, refined",126561,Including alloys.,,,,,,,,,,,,
1988,Mexico,"lead, mine",171337,,,,,,,,,,,,,
1988,Italy,"lead, refined",177700,,,,,,,,,,,,,
1988,Yugoslavia,"lead, refined",109888,,,,,,,,,,,,,
1988,Zimbabwe,"lead, refined",3000,Estimates.,,,,,,,,,,,,
1988,Czechoslovakia,"lead, mine",2814,,,,,,,,,,,,,
1988,Greece,"lead, refined",15100,,,,,,,,,,,,,
1988,Austria,"lead, refined",25047,,,,,,,,,,,,,
1988,Czechoslovakia,"lead, refined",26045,,,,,,,,,,,,,
1988,France,"lead, refined",257916,,,,,,,,,,,,,
1988,Namibia,"lead, mine",24446,,,,,,,,,,,,,
1988,United Kingdom,"lead, refined",373845,,,,,,,,,,,,,
1988,Turkey,"lead, mine",10212,,,,,,,,,,,,,
1988,Indonesia,"lead, refined",7000,,,,,,,,,,,,,
1988,USA,"lead, refined",1090483,Excluding lead content of primary antimonial lead.,,,,,,,,,,,,
1988,Soviet Union,"lead, refined",450000,Estimates.,,,,,,,,,,,,
1988,Sweden,"lead, refined",85373,,,,,,,,,,,,,
1988,Argentina,"lead, refined",28840,,,,,,,,,,,,,
1988,Tunisia,"lead, mine",2200,,,,,,,,,,,,,
1988,South Africa,"lead, mine",90233,,,,,,,,,,,,,
1988,Romania,"lead, mine",36200,Estimates.,,,,,,,,,,,,
1988,Thailand,"lead, mine",42998,,,,,,,,,,,,,
1988,USA,"lead, mine",394000,,,,,,,,,,,,,
1988,Poland,"lead, mine",64000,,,,,,,,,,,,,
1988,United Arab Emirates,"lead, refined",1000,Estimates.,,,,,,,,,,,,
1988,Pakistan,"lead, refined",2000,Estimates.,,,,,,,,,,,,
1988,Iran,"lead, mine",17000,Years ended 20 March following that stated.,,,,,,,,,,,,
1988,India,"lead, refined",28722,,,,,,,,,,,,,
1988,Spain,"lead, mine",74672,,,,,,,,,,,,,
1988,Philippines,"lead, refined",11400,,,,,,,,,,,,,
1988,Taiwan,"lead, refined",67300,,,,,,,,,,,,,
1988,Peru,"lead, mine",149037,Recoverable.,,,,,,,,,,,,
1989,United Arab Emirates,"lead, refined",2000,Estimates.,,,,,,,,,,,,
1989,Poland,"lead, mine",65900,,,,,,,,,,,,,
1989,Romania,"lead, mine",39400,Estimates.,,,,,,,,,,,,
1989,South Africa,"lead, mine",78171,,,,,,,,,,,,,
1989,Spain,"lead, mine",62783,,,,,,,,,,,,,
1989,India,"lead, refined",34729,,,,,,,,,,,,,
1989,United Kingdom,"lead, refined",349983,,,,,,,,,,,,,
1989,Argentina,"lead, refined",24500,Estimates.,,,,,,,,,,,,
1989,Indonesia,"lead, refined",10000,,,,,,,,,,,,,
1989,USA,"lead, mine",420200,,,,,,,,,,,,,
1989,Thailand,"lead, mine",36008,,,,,,,,,,,,,
1989,Soviet Union,"lead, refined",440000,Estimates.,,,,,,,,,,,,
1989,Peru,"lead, mine",192213,Recoverable.,,,,,,,,,,,,
1989,Taiwan,"lead, refined",58200,,,,,,,,,,,,,
1989,Philippines,"lead, refined",13600,,,,,,,,,,,,,
1989,Iran,"lead, mine",10500,Years ended 20 March following that stated.,,,,,,,,,,,,
1989,Sweden,"lead, refined",75396,,,,,,,,,,,,,
1989,Pakistan,"lead, refined",3000,Estimates.,,,,,,,,,,,,
1989,Turkey,"lead, mine",14138,,,,,,,,,,,,,
1989,"Ireland, Republic of","lead, refined",12000,,,,,,,,,,,,,
1989,Switzerland,"lead, refined",1500,,,,,,,,,,,,,
1989,China,"lead, refined",341400,,,,,,,,,,,,,
1989,Sweden,"lead, mine",88967,,,,,,,,,,,,,
1989,"Ireland, Republic of","lead, mine",32100,,,,,,,,,,,,,
1989,Honduras,"lead, mine",5936,,,,,,,,,,,,,
1989,Greenland,"lead, mine",24000,,,,,,,,,,,,,
1989,Korea (Rep. of),"lead, mine",16535,,,,,,,,,,,,,
1989,Zambia,"lead, refined",4600,,,,,,,,,,,,,
1989,Australia,"lead, mine",495000,,,,,,,,,,,,,
1989,Zambia,"lead, mine",12300,,,,,,,,,,,,,
1989,Netherlands,"lead, refined",41500,,,,,,,,,,,,,
1989,"Korea, Dem. P.R. of","lead, refined",70000,Estimates.,,,,,,,,,,,,
1989,Venezuela,"lead, refined",14200,,,,,,,,,,,,,
1989,Austria,"lead, mine",2345,,,,,,,,,,,,,
1989,Argentina,"lead, mine",26650,,,,,,,,,,,,,
1989,Bolivia,"lead, mine",15728,,,,,,,,,,,,,
1989,Greece,"lead, mine",25100,,,,,,,,,,,,,
1989,South Africa,"lead, refined",36900,,,,,,,,,,,,,
1989,German Federal Republic,"lead, refined",349900,,,,,,,,,,,,,
1989,German Federal Republic,"lead, mine",9300,Recoverable.,,,,,,,,,,,,
1989,India,"lead, mine",25000,,,,,,,,,,,,,
1989,"Korea, Dem. P.R. of","lead, mine",70000,Estimates.,,,,,,,,,,,,
1989,USA,"lead, refined",1253052,Excluding lead content of primary antimonial lead.,,,,,,,,,,,,
1989,France,"lead, mine",1060,,,,,,,,,,,,,
1989,United Kingdom,"lead, mine",2161,,,,,,,,,,,,,
1989,Nigeria,"lead, refined",3700,,,,,,,,,,,,,
1989,Portugal,"lead, refined",7000,,,,,,,,,,,,,
1989,Turkey,"lead, refined",7000,,,,,,,,,,,,,
1989,Morocco,"lead, mine",66629,,,,,,,,,,,,,
1989,Bulgaria,"lead, mine",49500,,,,,,,,,,,,,
1989,Norway,"lead, mine",3841,,,,,,,,,,,,,
1989,Algeria,"lead, mine",1700,,,,,,,,,,,,,
1989,Japan,"lead, refined",333359,,,,,,,,,,,,,
1989,Tunisia,"lead, mine",1700,,,,,,,,,,,,,
1989,Jamaica,"lead, refined",1000,Estimates.,,,,,,,,,,,,
1989,Algeria,"lead, refined",4000,,,,,,,,,,,,,
1989,Iran,"lead, refined",9000,,,,,,,,,,,,,
1989,Trinidad & Tobago,"lead, refined",1000,Estimates.,,,,,,,,,,,,
1989,Canada,"lead, refined",242845,,,,,,,,,,,,,
1989,Finland,"lead, mine",2552,,,,,,,,,,,,,
1989,Soviet Union,"lead, mine",260000,Estimates.,,,,,,,,,,,,
1989,Spain,"lead, refined",113300,,,,,,,,,,,,,
1989,Italy,"lead, mine",14600,,,,,,,,,,,,,
1989,Malaysia,"lead, refined",16000,,,,,,,,,,,,,
1989,Thailand,"lead, refined",18711,,,,,,,,,,,,,
1989,Peru,"lead, refined",73402,,,,,,,,,,,,,
1989,Poland,"lead, refined",78200,,,,,,,,,,,,,
1989,Romania,"lead, refined",41100,Estimates.,,,,,,,,,,,,
1989,Zimbabwe,"lead, refined",3000,Estimates.,,,,,,,,,,,,
1989,Mexico,"lead, refined",235000,,,,,,,,,,,,,
1989,Chile,"lead, mine",1241,,,,,,,,,,,,,
1989,Kenya,"lead, refined",2300,,,,,,,,,,,,,
1989,Yugoslavia,"lead, mine",105161,,,,,,,,,,,,,
1989,Morocco,"lead, refined",66200,,,,,,,,,,,,,
1989,Czechoslovakia,"lead, mine",2670,,,,,,,,,,,,,
1989,Brazil,"lead, mine",14155,,,,,,,,,,,,,
1989,Korea (Rep. of),"lead, refined",66013,,,,,,,,,,,,,
1989,Kenya,"lead, mine",500,,,,,,,,,,,,,
1989,Colombia,"lead, refined",4800,Estimates.,,,,,,,,,,,,
1989,Austria,"lead, refined",24042,,,,,,,,,,,,,
1989,German Democratic Rep,"lead, refined",40100,,,,,,,,,,,,,
1989,Brazil,"lead, refined",64516,,,,,,,,,,,,,
1989,Italy,"lead, refined",180800,,,,,,,,,,,,,
1989,New Zealand,"lead, refined",5000,,,,,,,,,,,,,
1989,Namibia,"lead, mine",23389,,,,,,,,,,,,,
1989,Czechoslovakia,"lead, refined",26008,,,,,,,,,,,,,
1989,Myanmar,"lead, mine",5200,,,,,,,,,,,,,
1989,Australia,"lead, refined",210000,,,,,,,,,,,,,
1989,Bulgaria,"lead, refined",101500,Estimates.,,,,,,,,,,,,
1989,Greece,"lead, refined",8099,,,,,,,,,,,,,
1989,France,"lead, refined",267300,,,,,,,,,,,,,
1989,Namibia,"lead, refined",44183,,,,,,,,,,,,,
1989,China,"lead, mine",341400,,,,,,,,,,,,,
1989,Japan,"lead, mine",18595,,,,,,,,,,,,,
1989,Myanmar,"lead, refined",2717,Years ended 31 March following that stated.,,,,,,,,,,,,
1989,Canada,"lead, mine",276065,,,,,,,,,,,,,
1989,Mexico,"lead, mine",163017,,,,,,,,,,,,,
1989,Belgium,"lead, refined",109442,Including alloys.,,,,,,,,,,,,
1989,Yugoslavia,"lead, refined",97237,,,,,,,,,,,,,
1990,New Zealand,"lead, refined",5000,,,,,,,,,,,,,
1990,China,"lead, mine",315300,,,,,,,,,,,,,
1990,Mexico,"lead, mine",177279,,,,,,,,,,,,,
1990,Korea (Rep. of),"lead, refined",62761,,,,,,,,,,,,,
1990,Mexico,"lead, refined",234800,,,,,,,,,,,,,
1990,Kenya,"lead, refined",2400,,,,,,,,,,,,,
1990,Czechoslovakia,"lead, refined",23665,,,,,,,,,,,,,
1990,Japan,"lead, mine",18727,,,,,,,,,,,,,
1990,Yugoslavia,"lead, mine",99148,,,,,,,,,,,,,
1990,Myanmar,"lead, mine",2300,,,,,,,,,,,,,
1990,Yugoslavia,"lead, refined",82000,,,,,,,,,,,,,
1990,Morocco,"lead, refined",66900,,,,,,,,,,,,,
1990,Kenya,"lead, mine",700,,,,,,,,,,,,,
1990,Germany,"lead, refined",,,,,,,,,,,,,,
1990,Myanmar,"lead, refined",1555,Years ended 31 March following that stated.,,,,,,,,,,,,
1990,Czechoslovakia,"lead, mine",2997,,,,,,,,,,,,,
1990,Bulgaria,"lead, refined",66570,,,,,,,,,,,,,
1990,Brazil,"lead, mine",8809,,,,,,,,,,,,,
1990,Chile,"lead, mine",1120,,,,,,,,,,,,,
1990,Zimbabwe,"lead, refined",1000,Estimates.,,,,,,,,,,,,
1990,Greece,"lead, refined",,,,,,,,,,,,,,
1990,Australia,"lead, refined",224000,,,,,,,,,,,,,
1990,Colombia,"lead, refined",5200,Estimates.,,,,,,,,,,,,
1990,Namibia,"lead, refined",35129,,,,,,,,,,,,,
1990,German Democratic Rep,"lead, refined",45500,"In 1990 the Federal Republic of Germany (West Germany) was reunited with the German Democratic Republic (East Germany). Therefore, from 1991 these 2 countries are shown simply as ""Germany"".",,,,,,,,,,,,
1990,Austria,"lead, refined",23511,,,,,,,,,,,,,
1990,France,"lead, refined",270476,,,,,,,,,,,,,
1990,Canada,"lead, mine",241277,,,,,,,,,,,,,
1990,Namibia,"lead, mine",19386,,,,,,,,,,,,,
1990,Brazil,"lead, refined",56624,,,,,,,,,,,,,
1990,Belgium,"lead, refined",106809,Including alloys.,,,,,,,,,,,,
1990,Italy,"lead, refined",170900,,,,,,,,,,,,,
1990,North Macedonia,"lead, mine",,,,,,,,,,,,,,
1990,Turkey,"lead, mine",18371,,,,,,,,,,,,,
1990,Thailand,"lead, mine",32431,,,,,,,,,,,,,
1990,Iran,"lead, mine",9200,Years ended 20 March following that stated.,,,,,,,,,,,,
1990,Philippines,"lead, refined",12100,,,,,,,,,,,,,
1990,Romania,"lead, mine",25100,Estimates.,,,,,,,,,,,,
1990,India,"lead, refined",38837,,,,,,,,,,,,,
1990,Spain,"lead, mine",61472,,,,,,,,,,,,,
1990,Poland,"lead, mine",61300,,,,,,,,,,,,,
1990,United Arab Emirates,"lead, refined",2000,Estimates.,,,,,,,,,,,,
1990,Sweden,"lead, refined",76137,,,,,,,,,,,,,
1990,Turkey,"lead, refined",9000,,,,,,,,,,,,,
1990,USA,"lead, mine",496500,,,,,,,,,,,,,
1990,Argentina,"lead, refined",20100,Estimates.,,,,,,,,,,,,
1990,South Africa,"lead, mine",69417,,,,,,,,,,,,,
1990,United Kingdom,"lead, refined",329378,,,,,,,,,,,,,
1990,Indonesia,"lead, refined",29800,,,,,,,,,,,,,
1990,Pakistan,"lead, refined",3000,Estimates.,,,,,,,,,,,,
1990,Peru,"lead, mine",187827,Recoverable.,,,,,,,,,,,,
1990,Soviet Union,"lead, refined",459100,Estimates.,,,,,,,,,,,,
1990,Taiwan,"lead, refined",26600,,,,,,,,,,,,,
1990,"Korea, Dem. P.R. of","lead, mine",60000,Estimates.,,,,,,,,,,,,
1990,Switzerland,"lead, refined",5700,,,,,,,,,,,,,
1990,Japan,"lead, refined",327153,,,,,,,,,,,,,
1990,Peru,"lead, refined",69305,,,,,,,,,,,,,
1990,China,"lead, refined",363900,,,,,,,,,,,,,
1990,German Federal Republic,"lead, mine",8600,"Recoverable.|In 1990 the Federal Republic of Germany (West Germany) was reunited with the German Democratic Republic (East Germany). Therefore, from 1991 these 2 countries are shown simply as ""Germany"".",,,,,,,,,,,,
1990,USA,"lead, refined",1290479,Excluding lead content of primary antimonial lead.,,,,,,,,,,,,
1990,Sweden,"lead, mine",98259,,,,,,,,,,,,,
1990,Argentina,"lead, mine",23365,,,,,,,,,,,,,
1990,Greece,"lead, mine",26200,,,,,,,,,,,,,
1990,"Ireland, Republic of","lead, mine",35300,,,,,,,,,,,,,
1990,Tunisia,"lead, mine",1780,,,,,,,,,,,,,
1990,Morocco,"lead, mine",71822,,,,,,,,,,,,,
1990,United Kingdom,"lead, mine",1377,,,,,,,,,,,,,
1990,Finland,"lead, mine",2424,,,,,,,,,,,,,
1990,Algeria,"lead, refined",3000,,,,,,,,,,,,,
1990,Romania,"lead, refined",20700,Estimates.,,,,,,,,,,,,
1990,Honduras,"lead, mine",4237,,,,,,,,,,,,,
1990,France,"lead, mine",1141,,,,,,,,,,,,,
1990,Nigeria,"lead, refined",4900,,,,,,,,,,,,,
1990,Greenland,"lead, mine",16000,,,,,,,,,,,,,
1990,Germany,"lead, mine",,,,,,,,,,,,,,
1990,Korea (Rep. of),"lead, mine",14857,,,,,,,,,,,,,
1990,Jamaica,"lead, refined",0,,,,,,,,,,,,,
1990,Algeria,"lead, mine",1100,,,,,,,,,,,,,
1990,Zambia,"lead, refined",4700,,,,,,,,,,,,,
1990,Thailand,"lead, refined",15861,,,,,,,,,,,,,
1990,Malaysia,"lead, refined",16000,,,,,,,,,,,,,
1990,India,"lead, mine",25500,,,,,,,,,,,,,
1990,Zambia,"lead, mine",12094,,,,,,,,,,,,,
1990,Portugal,"lead, refined",4000,,,,,,,,,,,,,
1990,Australia,"lead, mine",565000,,,,,,,,,,,,,
1990,Soviet Union,"lead, mine",238900,Estimates.,,,,,,,,,,,,
1990,South Africa,"lead, refined",31200,,,,,,,,,,,,,
1990,Italy,"lead, mine",15600,,,,,,,,,,,,,
1990,Netherlands,"lead, refined",44100,,,,,,,,,,,,,
1990,Poland,"lead, refined",64800,,,,,,,,,,,,,
1990,Bulgaria,"lead, mine",45200,,,,,,,,,,,,,
1990,"Korea, Dem. P.R. of","lead, refined",65000,Estimates.,,,,,,,,,,,,
1990,Iran,"lead, refined",10000,,,,,,,,,,,,,
1990,German Federal Republic,"lead, refined",348700,"In 1990 the Federal Republic of Germany (West Germany) was reunited with the German Democratic Republic (East Germany). Therefore, from 1991 these 2 countries are shown simply as ""Germany"".",,,,,,,,,,,,
1990,Venezuela,"lead, refined",14000,,,,,,,,,,,,,
1990,Spain,"lead, refined",124000,,,,,,,,,,,,,
1990,Norway,"lead, mine",3241,,,,,,,,,,,,,
1990,Austria,"lead, mine",2187,,,,,,,,,,,,,
1990,Canada,"lead, refined",183645,,,,,,,,,,,,,
1990,"Ireland, Republic of","lead, refined",15000,,,,,,,,,,,,,
1990,Trinidad & Tobago,"lead, refined",1500,Estimates.,,,,,,,,,,,,
1990,Bolivia,"lead, mine",19913,,,,,,,,,,,,,
1991,Netherlands,"lead, refined",35100,,,,,,,,,,,,,
1991,Peru,"lead, refined",75922,,,,,,,,,,,,,
1991,South Africa,"lead, refined",30500,,,,,,,,,,,,,
1991,Germany,"lead, mine",7300,Recoverable.,,,,,,,,,,,,
1991,German Federal Republic,"lead, refined",,,,,,,,,,,,,,
1991,German Federal Republic,"lead, mine",,,,,,,,,,,,,,
1991,Canada,"lead, refined",212366,,,,,,,,,,,,,
1991,France,"lead, mine",1745,,,,,,,,,,,,,
1991,Bolivia,"lead, mine",20810,,,,,,,,,,,,,
1991,India,"lead, mine",25000,,,,,,,,,,,,,
1991,Algeria,"lead, mine",1100,,,,,,,,,,,,,
1991,"Korea, Dem. P.R. of","lead, mine",80000,Estimates.,,,,,,,,,,,,
1991,Italy,"lead, mine",14000,,,,,,,,,,,,,
1991,USA,"lead, refined",1194559,Excluding lead content of primary antimonial lead.,,,,,,,,,,,,
1991,Finland,"lead, mine",2531,,,,,,,,,,,,,
1991,United Kingdom,"lead, mine",1000,Estimates.,,,,,,,,,,,,
1991,Poland,"lead, refined",50776,,,,,,,,,,,,,
1991,Nigeria,"lead, refined",5400,,,,,,,,,,,,,
1991,Argentina,"lead, mine",23697,,,,,,,,,,,,,
1991,Portugal,"lead, refined",4000,,,,,,,,,,,,,
1991,Soviet Union,"lead, mine",205600,Estimates.,,,,,,,,,,,,
1991,Bulgaria,"lead, mine",40600,,,,,,,,,,,,,
1991,Norway,"lead, mine",3945,,,,,,,,,,,,,
1991,Japan,"lead, refined",332263,,,,,,,,,,,,,
1991,"Ireland, Republic of","lead, refined",11600,,,,,,,,,,,,,
1991,China,"lead, refined",320000,,,,,,,,,,,,,
1991,Sweden,"lead, mine",91127,,,,,,,,,,,,,
1991,Tunisia,"lead, mine",800,,,,,,,,,,,,,
1991,"Ireland, Republic of","lead, mine",39900,,,,,,,,,,,,,
1991,Morocco,"lead, mine",77531,,,,,,,,,,,,,
1991,Korea (Rep. of),"lead, mine",12633,,,,,,,,,,,,,
1991,Honduras,"lead, mine",8719,,,,,,,,,,,,,
1991,Thailand,"lead, refined",12843,,,,,,,,,,,,,
1991,Greenland,"lead, mine",,,,,,,,,,,,,,
1991,Jamaica,"lead, refined",0,,,,,,,,,,,,,
1991,Zambia,"lead, refined",3500,,,,,,,,,,,,,
1991,Zambia,"lead, mine",9800,,,,,,,,,,,,,
1991,Algeria,"lead, refined",3000,,,,,,,,,,,,,
1991,Spain,"lead, refined",110400,,,,,,,,,,,,,
1991,Australia,"lead, mine",579000,,,,,,,,,,,,,
1991,Malaysia,"lead, refined",24000,,,,,,,,,,,,,
1991,Switzerland,"lead, refined",5200,,,,,,,,,,,,,
1991,Greece,"lead, mine",31700,,,,,,,,,,,,,
1991,"Korea, Dem. P.R. of","lead, refined",65000,Estimates.,,,,,,,,,,,,
1991,Venezuela,"lead, refined",15000,,,,,,,,,,,,,
1991,Iran,"lead, refined",38000,,,,,,,,,,,,,
1991,Romania,"lead, refined",17300,Estimates.,,,,,,,,,,,,
1991,Trinidad & Tobago,"lead, refined",1500,Estimates.,,,,,,,,,,,,
1991,Austria,"lead, mine",1915,,,,,,,,,,,,,
1991,Czechoslovakia,"lead, refined",17835,,,,,,,,,,,,,
1991,Australia,"lead, refined",239000,,,,,,,,,,,,,
1991,Austria,"lead, refined",22679,,,,,,,,,,,,,
1991,Zimbabwe,"lead, refined",2800,Estimates.,,,,,,,,,,,,
1991,Yugoslavia,"lead, refined",69186,Excluding data from August to December for the Republic of Croatia.,,,,,,,,,,,,
1991,Belgium,"lead, refined",110684,Including alloys.,,,,,,,,,,,,
1991,Yugoslavia,"lead, mine",84500,,,,,,,,,,,,,
1991,Brazil,"lead, mine",7273,,,,,,,,,,,,,
1991,Brazil,"lead, refined",64000,Including scrap for direct use.,,,,,,,,,,,,
1991,North Macedonia,"lead, mine",46500,,,,,,,,,,,,,
1991,New Zealand,"lead, refined",5000,,,,,,,,,,,,,
1991,Bulgaria,"lead, refined",56223,,,,,,,,,,,,,
1991,Namibia,"lead, refined",33367,,,,,,,,,,,,,
1991,Canada,"lead, mine",276528,,,,,,,,,,,,,
1991,Namibia,"lead, mine",16058,,,,,,,,,,,,,
1991,Myanmar,"lead, refined",2526,Years ended 31 March following that stated.,,,,,,,,,,,,
1991,Chile,"lead, mine",1050,,,,,,,,,,,,,
1991,China,"lead, mine",352000,,,,,,,,,,,,,
1991,Myanmar,"lead, mine",4800,,,,,,,,,,,,,
1991,Colombia,"lead, refined",4600,Estimates.,,,,,,,,,,,,
1991,Morocco,"lead, refined",72700,,,,,,,,,,,,,
1991,Mexico,"lead, refined",216100,,,,,,,,,,,,,
1991,Mexico,"lead, mine",160406,,,,,,,,,,,,,
1991,Czechoslovakia,"lead, mine",3375,,,,,,,,,,,,,
1991,Korea (Rep. of),"lead, refined",48520,,,,,,,,,,,,,
1991,France,"lead, refined",297779,,,,,,,,,,,,,
1991,Kenya,"lead, refined",2000,,,,,,,,,,,,,
1991,Kenya,"lead, mine",600,,,,,,,,,,,,,
1991,German Democratic Rep,"lead, refined",,,,,,,,,,,,,,
1991,Germany,"lead, refined",362500,,,,,,,,,,,,,
1991,Japan,"lead, mine",18329,,,,,,,,,,,,,
1991,Italy,"lead, refined",207600,,,,,,,,,,,,,
1991,Greece,"lead, refined",,,,,,,,,,,,,,
1991,Poland,"lead, mine",65300,,,,,,,,,,,,,
1991,Argentina,"lead, refined",25000,Estimates.,,,,,,,,,,,,
1991,India,"lead, refined",47800,,,,,,,,,,,,,
1991,Indonesia,"lead, refined",30500,,,,,,,,,,,,,
1991,Iran,"lead, mine",16900,Years ended 20 March following that stated.,,,,,,,,,,,,
1991,Pakistan,"lead, refined",3000,Estimates.,,,,,,,,,,,,
1991,Peru,"lead, mine",199811,Recoverable.,,,,,,,,,,,,
1991,Philippines,"lead, refined",16700,,,,,,,,,,,,,
1991,Romania,"lead, mine",16200,Estimates.,,,,,,,,,,,,
1991,South Africa,"lead, mine",76262,,,,,,,,,,,,,
1991,Soviet Union,"lead, refined",397000,Estimates.,,,,,,,,,,,,
1991,Spain,"lead, mine",49200,,,,,,,,,,,,,
1991,Sweden,"lead, refined",88003,,,,,,,,,,,,,
1991,Taiwan,"lead, refined",17000,,,,,,,,,,,,,
1991,Thailand,"lead, mine",24332,,,,,,,,,,,,,
