year,country_trans,bgs_commodity_trans,Mass of Pb,concat_figure_notes_text,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12
2002,Sweden,"lead, mine",42954,,,,,,,,,,,,,
2002,Japan,"lead, refined",285746,,,,,,,,,,,,,
2002,China,"lead, refined",1324700,,,,,,,,,,,,,
2002,Canada,"lead, refined",251560,,,,,,,,,,,,,
2002,Russia,"lead, mine",19000,,,,,,,,,,,,,
2002,Portugal,"lead, refined",6000,Estimates.,,,,,,,,,,,,
2002,Bolivia,"lead, mine",9892,,,,,,,,,,,,,
2002,Serbia,"lead, mine",0,,,,,,,,,,,,,
2002,Estonia,"lead, refined",0,,,,,,,,,,,,,
2002,Nigeria,"lead, refined",5000,Estimates.,,,,,,,,,,,,
2002,Kazakhstan,"lead, mine",45500,,,,,,,,,,,,,
2002,"Korea, Dem. P.R. of","lead, mine",10000,Estimates.,,,,,,,,,,,,
2002,Spain,"lead, refined",115552,,,,,,,,,,,,,
2002,Australia,"lead, refined",302000,,,,,,,,,,,,,
2002,Argentina,"lead, mine",12011,,,,,,,,,,,,,
2002,Venezuela,"lead, refined",28000,Estimates.,,,,,,,,,,,,
2002,Honduras,"lead, mine",8128,,,,,,,,,,,,,
2002,United Kingdom,"lead, mine",700,Estimates.,,,,,,,,,,,,
2002,Thailand,"lead, refined",43000,,,,,,,,,,,,,
2002,Serbia and Montenegro,"lead, mine",4355,,,,,,,,,,,,,
2002,Algeria,"lead, mine",690,,,,,,,,,,,,,
2002,Vietnam,"lead, mine",1100,Estimates.,,,,,,,,,,,,
2002,Serbia and Montenegro,"lead, refined",200,,,,,,,,,,,,,
2002,Greece,"lead, mine",29300,,,,,,,,,,,,,
2002,Switzerland,"lead, refined",8700,,,,,,,,,,,,,
2003,South Africa,"lead, refined",65000,,,,,,,,,,,,,
2003,Poland,"lead, refined",74300,,,,,,,,,,,,,
2003,Iran,"lead, refined",54000,,,,,,,,,,,,,
2003,Ukraine,"lead, refined",13000,,,,,,,,,,,,,
2003,China,"lead, refined",1564100,,,,,,,,,,,,,
2003,Portugal,"lead, mine",0,,,,,,,,,,,,,
2003,Estonia,"lead, refined",0,,,,,,,,,,,,,
2003,Malaysia,"lead, refined",57000,,,,,,,,,,,,,
2003,Switzerland,"lead, refined",9600,,,,,,,,,,,,,
2003,Australia,"lead, mine",688000,,,,,,,,,,,,,
2003,Tajikistan,"lead, mine",0,,,,,,,,,,,,,
2003,Spain,"lead, refined",99100,,,,,,,,,,,,,
2003,Korea (Rep. of),"lead, mine",0,,,,,,,,,,,,,
2003,Chile,"lead, mine",1697,,,,,,,,,,,,,
2003,"Korea, Dem. P.R. of","lead, refined",7000,,,,,,,,,,,,,
2003,Netherlands,"lead, refined",17000,Estimates.,,,,,,,,,,,,
2003,Serbia and Montenegro,"lead, refined",493,,,,,,,,,,,,,
2003,Greece,"lead, mine",2000,,,,,,,,,,,,,
2003,Vietnam,"lead, mine",1100,Estimates.,,,,,,,,,,,,
2003,Serbia and Montenegro,"lead, mine",4567,,,,,,,,,,,,,
2003,Thailand,"lead, refined",45300,,,,,,,,,,,,,
2003,Honduras,"lead, mine",9014,,,,,,,,,,,,,
2003,Venezuela,"lead, refined",32000,Estimates.,,,,,,,,,,,,
2003,Australia,"lead, refined",309000,,,,,,,,,,,,,
2003,"Korea, Dem. P.R. of","lead, mine",20000,Estimates.,,,,,,,,,,,,
2003,Kazakhstan,"lead, mine",38200,,,,,,,,,,,,,
2003,Nigeria,"lead, refined",5000,Estimates.,,,,,,,,,,,,
2003,Serbia,"lead, mine",0,,,,,,,,,,,,,
2003,Russia,"lead, mine",24000,,,,,,,,,,,,,
2003,Canada,"lead, refined",223434,,,,,,,,,,,,,
2003,Japan,"lead, refined",294246,,,,,,,,,,,,,
2003,USA,"lead, refined",1392000,Excluding lead content of primary antimonial lead.,,,,,,,,,,,,
2003,Argentina,"lead, mine",12079,,,,,,,,,,,,,
2003,Bolivia,"lead, mine",9740,,,,,,,,,,,,,
2003,Italy,"lead, mine",2700,,,,,,,,,,,,,
2003,Czech Republic,"lead, refined",26000,Estimates.,,,,,,,,,,,,
2003,Romania,"lead, refined",28000,,,,,,,,,,,,,
2003,"Ireland, Republic of","lead, refined",7800,,,,,,,,,,,,,
2003,Tunisia,"lead, mine",5100,,,,,,,,,,,,,
2003,Peru,"lead, refined",112289,,,,,,,,,,,,,
2003,Sweden,"lead, mine",50962,,,,,,,,,,,,,
2003,Bulgaria,"lead, mine",19950,,,,,,,,,,,,,
2003,United Kingdom,"lead, mine",700,Estimates.,,,,,,,,,,,,
2003,Portugal,"lead, refined",4000,,,,,,,,,,,,,
2003,"Ireland, Republic of","lead, mine",50300,,,,,,,,,,,,,
2003,Bosnia & Herzegovina,"lead, mine",200,,,,,,,,,,,,,
2003,India,"lead, mine",46700,Years ended 31 March following that stated.,,,,,,,,,,,,
2003,Mexico,"lead, refined",247500,,,,,,,,,,,,,
2003,Brazil,"lead, mine",10652,,,,,,,,,,,,,
2003,Namibia,"lead, mine",16112,,,,,,,,,,,,,
2003,Mexico,"lead, mine",139348,,,,,,,,,,,,,
2003,Bulgaria,"lead, refined",69000,,,,,,,,,,,,,
2003,Myanmar,"lead, mine",2000,Estimates.,,,,,,,,,,,,
2003,Colombia,"lead, refined",9000,Estimates.,,,,,,,,,,,,
2003,Greece,"lead, refined",4000,Estimates.,,,,,,,,,,,,
2003,Israel,"lead, refined",25000,Estimates.,,,,,,,,,,,,
2003,North Macedonia,"lead, refined",6357,,,,,,,,,,,,,
2003,France,"lead, refined",91000,,,,,,,,,,,,,
2003,Canada,"lead, mine",81264,,,,,,,,,,,,,
2003,Belgium,"lead, refined",65000,,,,,,,,,,,,,
2003,Germany,"lead, refined",356900,,,,,,,,,,,,,
2003,Kazakhstan,"lead, refined",140700,,,,,,,,,,,,,
2003,El Salvador,"lead, refined",8000,,,,,,,,,,,,,
2003,Brazil,"lead, refined",128610,Including scrap for direct use.,,,,,,,,,,,,
2003,New Zealand,"lead, refined",8000,Estimates.,,,,,,,,,,,,
2003,Korea (Rep. of),"lead, refined",220000,,,,,,,,,,,,,
2003,Morocco,"lead, mine",39387,,,,,,,,,,,,,
2003,Japan,"lead, mine",5700,,,,,,,,,,,,,
2003,Morocco,"lead, refined",61473,,,,,,,,,,,,,
2003,Italy,"lead, refined",214100,,,,,,,,,,,,,
2003,China,"lead, mine",954600,,,,,,,,,,,,,
2003,Austria,"lead, refined",20000,Estimates.,,,,,,,,,,,,
2003,North Macedonia,"lead, mine",0,,,,,,,,,,,,,
2003,Myanmar,"lead, refined",900,,,,,,,,,,,,,
2003,Kenya,"lead, refined",1000,Estimates.,,,,,,,,,,,,
2003,Poland,"lead, mine",87100,Break in series.,,,,,,,,,,,,
2003,United Arab Emirates,"lead, refined",2000,,,,,,,,,,,,,
2003,Argentina,"lead, refined",41311,,,,,,,,,,,,,
2003,Sweden,"lead, refined",73340,,,,,,,,,,,,,
2003,Saudi Arabia,"lead, refined",25000,,,,,,,,,,,,,
2003,Russia,"lead, refined",66000,,,,,,,,,,,,,
2003,Spain,"lead, mine",1765,,,,,,,,,,,,,
2003,Peru,"lead, mine",308874,,,,,,,,,,,,,
2003,Romania,"lead, mine",15747,,,,,,,,,,,,,
2003,Philippines,"lead, refined",27000,Estimates.,,,,,,,,,,,,
2003,Turkey,"lead, refined",9000,Estimates.,,,,,,,,,,,,
2003,Algeria,"lead, refined",6000,Estimates.,,,,,,,,,,,,
2003,Pakistan,"lead, refined",2000,Estimates.,,,,,,,,,,,,
2003,Turkey,"lead, mine",17483,,,,,,,,,,,,,
2003,Iran,"lead, mine",20000,Years ended 20 March following that stated.,,,,,,,,,,,,
2003,United Kingdom,"lead, refined",364574,,,,,,,,,,,,,
2003,Taiwan,"lead, refined",56000,Estimates.,,,,,,,,,,,,
2003,India,"lead, refined",71000,,,,,,,,,,,,,
2003,South Africa,"lead, mine",39941,,,,,,,,,,,,,
2003,Indonesia,"lead, refined",18000,,,,,,,,,,,,,
2003,Slovenia,"lead, refined",15000,Estimates.,,,,,,,,,,,,
2003,USA,"lead, mine",460200,,,,,,,,,,,,,
2003,Trinidad & Tobago,"lead, refined",0,,,,,,,,,,,,,
2004,Slovenia,"lead, refined",15000,,,,,,,,,,,,,
2004,Russia,"lead, refined",66000,,,,,,,,,,,,,
2004,Taiwan,"lead, refined",56000,Estimates.,,,,,,,,,,,,
2004,Trinidad & Tobago,"lead, refined",0,,,,,,,,,,,,,
2004,Poland,"lead, mine",86000,,,,,,,,,,,,,
2004,United Kingdom,"lead, refined",245938,,,,,,,,,,,,,
2004,USA,"lead, mine",445000,,,,,,,,,,,,,
2004,Argentina,"lead, refined",49111,,,,,,,,,,,,,
2004,Iran,"lead, mine",21000,Years ended 20 March following that stated.,,,,,,,,,,,,
2004,Indonesia,"lead, refined",20000,,,,,,,,,,,,,
2004,Pakistan,"lead, refined",2000,Estimates.,,,,,,,,,,,,
2004,Turkey,"lead, mine",18792,,,,,,,,,,,,,
2004,Algeria,"lead, refined",6000,Estimates.,,,,,,,,,,,,
2004,Guatemala,"lead, mine",47,,,,,,,,,,,,,
2004,Turkey,"lead, refined",6000,Estimates.,,,,,,,,,,,,
2004,Sweden,"lead, refined",73548,,,,,,,,,,,,,
2004,Philippines,"lead, refined",29000,Estimates.,,,,,,,,,,,,
2004,Romania,"lead, mine",18297,,,,,,,,,,,,,
2004,Saudi Arabia,"lead, refined",32000,,,,,,,,,,,,,
2004,Peru,"lead, mine",306211,,,,,,,,,,,,,
2004,South Africa,"lead, mine",37485,,,,,,,,,,,,,
2004,India,"lead, refined",49000,,,,,,,,,,,,,
2004,United Arab Emirates,"lead, refined",2000,,,,,,,,,,,,,
2004,Portugal,"lead, mine",0,,,,,,,,,,,,,
2004,Korea (Rep. of),"lead, mine",40,,,,,,,,,,,,,
2004,Italy,"lead, mine",800,,,,,,,,,,,,,
2004,Nigeria,"lead, refined",5000,Estimates.,,,,,,,,,,,,
2004,Japan,"lead, refined",282858,,,,,,,,,,,,,
2004,Serbia,"lead, mine",0,,,,,,,,,,,,,
2004,"Ireland, Republic of","lead, mine",63800,,,,,,,,,,,,,
2004,Canada,"lead, refined",241169,,,,,,,,,,,,,
2004,USA,"lead, refined",1262000,Excluding lead content of primary antimonial lead.,,,,,,,,,,,,
2004,Serbia and Montenegro,"lead, refined",800,,,,,,,,,,,,,
2004,Russia,"lead, mine",23200,,,,,,,,,,,,,
2004,Kazakhstan,"lead, mine",44135,,,,,,,,,,,,,
2004,South Africa,"lead, refined",64000,,,,,,,,,,,,,
2004,Czech Republic,"lead, refined",25000,Estimates.,,,,,,,,,,,,
2004,Malaysia,"lead, refined",54000,,,,,,,,,,,,,
2004,Greece,"lead, mine",0,,,,,,,,,,,,,
2004,Australia,"lead, mine",674000,,,,,,,,,,,,,
2004,Iran,"lead, refined",54000,,,,,,,,,,,,,
2004,India,"lead, mine",52200,Years ended 31 March following that stated.,,,,,,,,,,,,
2004,Bulgaria,"lead, mine",19400,Estimates.,,,,,,,,,,,,
2004,Serbia and Montenegro,"lead, mine",900,Estimates.,,,,,,,,,,,,
2004,"Korea, Dem. P.R. of","lead, refined",88000,Break in series.,,,,,,,,,,,,
2004,Peru,"lead, refined",118970,,,,,,,,,,,,,
2004,Chile,"lead, mine",2286,,,,,,,,,,,,,
2004,"Korea, Dem. P.R. of","lead, mine",13000,Estimates.,,,,,,,,,,,,
2004,Sweden,"lead, mine",54347,,,,,,,,,,,,,
2004,Spain,"lead, refined",105600,,,,,,,,,,,,,
2004,Zambia,"lead, refined",500,,,,,,,,,,,,,
2004,Tunisia,"lead, mine",5332,,,,,,,,,,,,,
2004,Portugal,"lead, refined",4000,,,,,,,,,,,,,
2004,Honduras,"lead, mine",8877,,,,,,,,,,,,,
2004,"Ireland, Republic of","lead, refined",19600,,,,,,,,,,,,,
2004,Venezuela,"lead, refined",35000,Estimates.,,,,,,,,,,,,
2004,Vietnam,"lead, mine",8100,Break in series.|Estimates.,,,,,,,,,,,,
2004,Estonia,"lead, refined",3000,,,,,,,,,,,,,
2004,Australia,"lead, refined",274000,,,,,,,,,,,,,
2004,Switzerland,"lead, refined",9300,,,,,,,,,,,,,
2004,Argentina,"lead, mine",9551,,,,,,,,,,,,,
2004,China,"lead, refined",1934500,,,,,,,,,,,,,
2004,Thailand,"lead, refined",57500,,,,,,,,,,,,,
2004,Netherlands,"lead, refined",25000,,,,,,,,,,,,,
2004,Romania,"lead, refined",37600,,,,,,,,,,,,,
2004,Bosnia & Herzegovina,"lead, mine",900,,,,,,,,,,,,,
2004,Ukraine,"lead, refined",15000,Estimates.,,,,,,,,,,,,
2004,Bolivia,"lead, mine",10267,,,,,,,,,,,,,
2004,Poland,"lead, refined",73900,,,,,,,,,,,,,
2004,United Kingdom,"lead, mine",500,Estimates.,,,,,,,,,,,,
2004,Kenya,"lead, refined",1000,Estimates.,,,,,,,,,,,,
2004,Korea (Rep. of),"lead, refined",243000,,,,,,,,,,,,,
2004,El Salvador,"lead, refined",10000,,,,,,,,,,,,,
2004,Namibia,"lead, mine",14338,,,,,,,,,,,,,
2004,Brazil,"lead, mine",14737,,,,,,,,,,,,,
2004,Mexico,"lead, mine",118484,,,,,,,,,,,,,
2004,Morocco,"lead, refined",25000,,,,,,,,,,,,,
2004,Morocco,"lead, mine",41400,,,,,,,,,,,,,
2004,Colombia,"lead, refined",9000,Estimates.,,,,,,,,,,,,
2004,Greece,"lead, refined",3000,Estimates.,,,,,,,,,,,,
2004,Germany,"lead, refined",413500,,,,,,,,,,,,,
2004,China,"lead, mine",997200,,,,,,,,,,,,,
2004,Myanmar,"lead, mine",2000,Estimates.,,,,,,,,,,,,
2004,New Zealand,"lead, refined",8000,Estimates.,,,,,,,,,,,,
2004,Austria,"lead, refined",26000,Estimates.,,,,,,,,,,,,
2004,North Macedonia,"lead, mine",0,,,,,,,,,,,,,
2004,Italy,"lead, refined",201600,,,,,,,,,,,,,
2004,Bulgaria,"lead, refined",66000,,,,,,,,,,,,,
2004,France,"lead, refined",89000,,,,,,,,,,,,,
2004,Japan,"lead, mine",5500,,,,,,,,,,,,,
2004,Israel,"lead, refined",27000,,,,,,,,,,,,,
2004,North Macedonia,"lead, refined",3591,,,,,,,,,,,,,
2004,Belgium,"lead, refined",86000,,,,,,,,,,,,,
2004,Canada,"lead, mine",76730,,,,,,,,,,,,,
2004,Myanmar,"lead, refined",300,,,,,,,,,,,,,
2004,Brazil,"lead, refined",137121,Including scrap for direct use.,,,,,,,,,,,,
2004,Mexico,"lead, refined",217400,,,,,,,,,,,,,
2004,Kazakhstan,"lead, refined",156600,,,,,,,,,,,,,
2005,Kenya,"lead, refined",1000,Estimates.,,,,,,,,,,,,
2005,Colombia,"lead, refined",10000,Estimates.,,,,,,,,,,,,
2005,Greece,"lead, refined",0,Estimates.,,,,,,,,,,,,
2005,Italy,"lead, refined",211000,,,,,,,,,,,,,
2005,Belgium,"lead, refined",103000,,,,,,,,,,,,,
2005,Brazil,"lead, mine",16063,,,,,,,,,,,,,
2005,Germany,"lead, refined",417700,,,,,,,,,,,,,
2005,Japan,"lead, mine",3400,,,,,,,,,,,,,
2005,Kazakhstan,"lead, refined",135400,,,,,,,,,,,,,
2005,North Macedonia,"lead, mine",0,,,,,,,,,,,,,
2005,Austria,"lead, refined",24000,Estimates.,,,,,,,,,,,,
2005,France,"lead, refined",90000,Estimates.,,,,,,,,,,,,
2005,El Salvador,"lead, refined",10000,,,,,,,,,,,,,
2005,Korea (Rep. of),"lead, refined",256000,,,,,,,,,,,,,
2005,New Zealand,"lead, refined",9000,Estimates.,,,,,,,,,,,,
2005,Israel,"lead, refined",28000,,,,,,,,,,,,,
2005,Brazil,"lead, refined",104904,Including scrap for direct use.,,,,,,,,,,,,
2005,Bulgaria,"lead, refined",81000,,,,,,,,,,,,,
2005,Mexico,"lead, mine",134388,,,,,,,,,,,,,
2005,Namibia,"lead, mine",14320,,,,,,,,,,,,,
2005,Mexico,"lead, refined",213700,,,,,,,,,,,,,
2005,Canada,"lead, mine",79254,,,,,,,,,,,,,
2005,Morocco,"lead, mine",46000,,,,,,,,,,,,,
2005,Myanmar,"lead, refined",500,,,,,,,,,,,,,
2005,Morocco,"lead, refined",54000,,,,,,,,,,,,,
2005,China,"lead, mine",1142000,,,,,,,,,,,,,
2005,Myanmar,"lead, mine",2000,Estimates.,,,,,,,,,,,,
2005,Iran,"lead, mine",21179,Years ended 20 March following that stated.,,,,,,,,,,,,
2005,United Arab Emirates,"lead, refined",2000,Estimates.,,,,,,,,,,,,
2005,Saudi Arabia,"lead, refined",36000,,,,,,,,,,,,,
2005,Romania,"lead, mine",11610,,,,,,,,,,,,,
2005,Turkey,"lead, refined",6000,Estimates.,,,,,,,,,,,,
2005,Turkey,"lead, mine",11341,,,,,,,,,,,,,
2005,Pakistan,"lead, refined",2000,Estimates.,,,,,,,,,,,,
2005,Guatemala,"lead, mine",23,,,,,,,,,,,,,
2005,United Kingdom,"lead, refined",304350,,,,,,,,,,,,,
2005,Slovenia,"lead, refined",15000,,,,,,,,,,,,,
2005,Poland,"lead, mine",78980,,,,,,,,,,,,,
2005,South Africa,"lead, mine",42159,,,,,,,,,,,,,
2005,India,"lead, refined",59000,,,,,,,,,,,,,
2005,Taiwan,"lead, refined",55000,,,,,,,,,,,,,
2005,Peru,"lead, mine",319345,,,,,,,,,,,,,
2005,USA,"lead, mine",436500,,,,,,,,,,,,,
2005,Algeria,"lead, refined",6000,Estimates.,,,,,,,,,,,,
2005,Sweden,"lead, refined",72760,,,,,,,,,,,,,
2005,Indonesia,"lead, refined",18000,,,,,,,,,,,,,
2005,Philippines,"lead, refined",30000,Estimates.,,,,,,,,,,,,
2005,Argentina,"lead, refined",45607,,,,,,,,,,,,,
2005,Russia,"lead, refined",65700,,,,,,,,,,,,,
2005,China,"lead, refined",2391400,,,,,,,,,,,,,
2005,Zambia,"lead, refined",500,,,,,,,,,,,,,
2005,Ukraine,"lead, refined",61400,,,,,,,,,,,,,
2005,Poland,"lead, refined",81000,,,,,,,,,,,,,
2005,Spain,"lead, refined",110000,,,,,,,,,,,,,
2005,Peru,"lead, refined",122079,,,,,,,,,,,,,
2005,Netherlands,"lead, refined",25000,,,,,,,,,,,,,
2005,Iran,"lead, refined",71000,,,,,,,,,,,,,
2005,Nigeria,"lead, refined",5000,Estimates.,,,,,,,,,,,,
2005,Czech Republic,"lead, refined",26000,,,,,,,,,,,,,
2005,Italy,"lead, mine",6000,Estimates.,,,,,,,,,,,,
2005,Sweden,"lead, mine",60445,,,,,,,,,,,,,
2005,"Ireland, Republic of","lead, refined",22500,,,,,,,,,,,,,
2005,"Korea, Dem. P.R. of","lead, mine",13000,Estimates.,,,,,,,,,,,,
2005,Korea (Rep. of),"lead, mine",50,,,,,,,,,,,,,
2005,Japan,"lead, refined",274488,,,,,,,,,,,,,
2005,Serbia,"lead, mine",0,,,,,,,,,,,,,
2005,Nigeria,"lead, mine",400,,,,,,,,,,,,,
2005,Canada,"lead, refined",230237,,,,,,,,,,,,,
2005,Vietnam,"lead, mine",6900,Estimates.,,,,,,,,,,,,
2005,Australia,"lead, refined",268000,,,,,,,,,,,,,
2005,Russia,"lead, mine",36400,,,,,,,,,,,,,
2005,Tunisia,"lead, mine",8407,,,,,,,,,,,,,
2005,Romania,"lead, refined",37900,,,,,,,,,,,,,
2005,"Ireland, Republic of","lead, mine",72200,,,,,,,,,,,,,
2005,USA,"lead, refined",1293000,Excluding lead content of primary antimonial lead.,,,,,,,,,,,,
2005,Honduras,"lead, mine",10488,,,,,,,,,,,,,
2005,Kosovo,"lead, refined",0,,,,,,,,,,,,,
2005,Malaysia,"lead, refined",42000,,,,,,,,,,,,,
2005,South Africa,"lead, refined",65300,,,,,,,,,,,,,
2005,Portugal,"lead, refined",3000,,,,,,,,,,,,,
2005,United Kingdom,"lead, mine",400,Estimates.|By-product of Pennine fluorspar operations and of gold mining in Northern Ireland.|BGS estimates.,,,,,,,,,,,,
2005,Switzerland,"lead, refined",9600,,,,,,,,,,,,,
2005,India,"lead, mine",59731,Years ended 31 March following that stated.,,,,,,,,,,,,
2005,Kazakhstan,"lead, mine",45370,,,,,,,,,,,,,
2005,Greece,"lead, mine",2900,,,,,,,,,,,,,
2005,Chile,"lead, mine",878,,,,,,,,,,,,,
2005,Australia,"lead, mine",766215,,,,,,,,,,,,,
2005,Argentina,"lead, mine",10683,,,,,,,,,,,,,
2005,Bosnia & Herzegovina,"lead, mine",1100,,,,,,,,,,,,,
2005,Bolivia,"lead, mine",11231,,,,,,,,,,,,,
2005,Thailand,"lead, refined",61100,,,,,,,,,,,,,
2005,"Korea, Dem. P.R. of","lead, refined",93000,,,,,,,,,,,,,
2005,Venezuela,"lead, refined",35000,Estimates.,,,,,,,,,,,,
2005,Bulgaria,"lead, mine",24354,Metal content of ore.,,,,,,,,,,,,
2005,Serbia and Montenegro,"lead, mine",1300,,,,,,,,,,,,,
2005,Kosovo,"lead, mine",0,,,,,,,,,,,,,
2005,Estonia,"lead, refined",7000,,,,,,,,,,,,,
2006,Chile,"lead, mine",672,,,,,,,,,,,,,
2006,"Korea, Dem. P.R. of","lead, refined",93000,,,,,,,,,,,,,
2006,Vietnam,"lead, mine",9500,Estimates.,,,,,,,,,,,,
2006,Netherlands,"lead, refined",27000,,,,,,,,,,,,,
2006,Czech Republic,"lead, refined",29000,,,,,,,,,,,,,
2006,Spain,"lead, refined",129000,,,,,,,,,,,,,
2006,Malaysia,"lead, refined",44000,,,,,,,,,,,,,
2006,Greece,"lead, mine",11400,,,,,,,,,,,,,
2006,Venezuela,"lead, refined",36000,Estimates.,,,,,,,,,,,,
2006,Portugal,"lead, refined",3000,,,,,,,,,,,,,
2006,Argentina,"lead, mine",12064,,,,,,,,,,,,,
2006,Zambia,"lead, refined",500,,,,,,,,,,,,,
2006,"Korea, Dem. P.R. of","lead, mine",13000,Estimates.,,,,,,,,,,,,
2006,Nigeria,"lead, mine",1300,,,,,,,,,,,,,
2006,India,"lead, mine",67363,Years ended 31 March following that stated.,,,,,,,,,,,,
2006,Estonia,"lead, refined",9000,,,,,,,,,,,,,
2006,Poland,"lead, refined",82200,,,,,,,,,,,,,
2006,Australia,"lead, refined",241000,,,,,,,,,,,,,
2006,Thailand,"lead, refined",61160,,,,,,,,,,,,,
2006,Serbia,"lead, mine",1400,,,,,,,,,,,,,
2006,China,"lead, refined",2714900,,,,,,,,,,,,,
2006,Kazakhstan,"lead, mine",48100,,,,,,,,,,,,,
2006,Ukraine,"lead, refined",56300,,,,,,,,,,,,,
2006,Nigeria,"lead, refined",5000,Estimates.,,,,,,,,,,,,
2006,"Ireland, Republic of","lead, mine",61800,,,,,,,,,,,,,
2006,Russia,"lead, mine",34000,,,,,,,,,,,,,
2006,Honduras,"lead, mine",11775,,,,,,,,,,,,,
2006,USA,"lead, refined",1303000,Excluding lead content of primary antimonial lead.,,,,,,,,,,,,
2006,Canada,"lead, refined",250464,,,,,,,,,,,,,
2006,Sweden,"lead, mine",55644,,,,,,,,,,,,,
2006,Japan,"lead, refined",282286,,,,,,,,,,,,,
2006,Italy,"lead, mine",6000,,,,,,,,,,,,,
2006,Bolivia,"lead, mine",11955,,,,,,,,,,,,,
2006,Romania,"lead, refined",34133,,,,,,,,,,,,,
2006,"Ireland, Republic of","lead, refined",21700,,,,,,,,,,,,,
2006,Bosnia & Herzegovina,"lead, mine",634,,,,,,,,,,,,,
2006,Iran,"lead, refined",74000,,,,,,,,,,,,,
2006,Peru,"lead, refined",120311,,,,,,,,,,,,,
2006,Kosovo,"lead, refined",0,,,,,,,,,,,,,
2006,Bulgaria,"lead, mine",19571,Metal content of ore.,,,,,,,,,,,,
2006,Switzerland,"lead, refined",9000,Estimates.,,,,,,,,,,,,
2006,Australia,"lead, mine",668023,,,,,,,,,,,,,
2006,United Kingdom,"lead, mine",400,Estimates.|By-product of Pennine fluorspar operations and of gold mining in Northern Ireland.|BGS estimates.,,,,,,,,,,,,
2006,Korea (Rep. of),"lead, mine",17,,,,,,,,,,,,,
2006,South Africa,"lead, refined",67000,,,,,,,,,,,,,
2006,Kosovo,"lead, mine",0,Metal content of ore.,,,,,,,,,,,,
2006,France,"lead, refined",88000,,,,,,,,,,,,,
2006,Colombia,"lead, refined",10000,,,,,,,,,,,,,
2006,Kenya,"lead, refined",1000,Estimates.,,,,,,,,,,,,
2006,Namibia,"lead, mine",11830,,,,,,,,,,,,,
2006,Mexico,"lead, mine",135025,,,,,,,,,,,,,
2006,Greece,"lead, refined",6000,,,,,,,,,,,,,
2006,Italy,"lead, refined",190500,,,,,,,,,,,,,
2006,New Zealand,"lead, refined",11000,Estimates.,,,,,,,,,,,,
2006,Brazil,"lead, refined",142653,Including scrap for direct use.,,,,,,,,,,,,
2006,Belgium,"lead, refined",101000,,,,,,,,,,,,,
2006,Brazil,"lead, mine",16007,,,,,,,,,,,,,
2006,Myanmar,"lead, refined",500,,,,,,,,,,,,,
2006,Germany,"lead, refined",379000,,,,,,,,,,,,,
2006,Morocco,"lead, mine",41300,,,,,,,,,,,,,
2006,Japan,"lead, mine",800,,,,,,,,,,,,,
2006,Austria,"lead, refined",22000,Estimates.,,,,,,,,,,,,
2006,Kazakhstan,"lead, refined",115974,,,,,,,,,,,,,
2006,Canada,"lead, mine",83096,,,,,,,,,,,,,
2006,Myanmar,"lead, mine",2000,Estimates.,,,,,,,,,,,,
2006,Bulgaria,"lead, refined",76000,,,,,,,,,,,,,
2006,China,"lead, mine",1331000,,,,,,,,,,,,,
2006,Mexico,"lead, refined",254600,,,,,,,,,,,,,
2006,North Macedonia,"lead, mine",11531,,,,,,,,,,,,,
2006,Israel,"lead, refined",25000,,,,,,,,,,,,,
2006,Korea (Rep. of),"lead, refined",240000,,,,,,,,,,,,,
2006,El Salvador,"lead, refined",10000,,,,,,,,,,,,,
2006,Morocco,"lead, refined",45000,,,,,,,,,,,,,
2006,Slovenia,"lead, refined",15000,,,,,,,,,,,,,
2006,Taiwan,"lead, refined",42000,,,,,,,,,,,,,
2006,Indonesia,"lead, refined",18000,,,,,,,,,,,,,
2006,United Kingdom,"lead, refined",318703,,,,,,,,,,,,,
2006,Turkey,"lead, mine",11000,Break in series.,,,,,,,,,,,,
2006,Pakistan,"lead, refined",2000,Estimates.,,,,,,,,,,,,
2006,Peru,"lead, mine",313332,,,,,,,,,,,,,
2006,Guatemala,"lead, mine",28,,,,,,,,,,,,,
2006,Iran,"lead, mine",30000,Years ended 20 March following that stated.,,,,,,,,,,,,
2006,South Africa,"lead, mine",48273,,,,,,,,,,,,,
2006,Poland,"lead, mine",77450,,,,,,,,,,,,,
2006,Spain,"lead, mine",0,,,,,,,,,,,,,
2006,Saudi Arabia,"lead, refined",38000,,,,,,,,,,,,,
2006,Romania,"lead, mine",6269,,,,,,,,,,,,,
2006,Philippines,"lead, refined",30000,Estimates.,,,,,,,,,,,,
2006,Russia,"lead, refined",80000,,,,,,,,,,,,,
2006,Thailand,"lead, mine",0,,,,,,,,,,,,,
2006,Turkey,"lead, refined",6000,Estimates.,,,,,,,,,,,,
2006,India,"lead, refined",114000,,,,,,,,,,,,,
2006,United Arab Emirates,"lead, refined",2000,Estimates.,,,,,,,,,,,,
2006,Sweden,"lead, refined",70239,,,,,,,,,,,,,
2006,Argentina,"lead, refined",49064,,,,,,,,,,,,,
2006,Algeria,"lead, refined",5000,,,,,,,,,,,,,
2006,USA,"lead, mine",429300,,,,,,,,,,,,,
2007,Saudi Arabia,"lead, refined",37000,,,,,,,,,,,,,
2007,Slovenia,"lead, refined",15000,,,,,,,,,,,,,
2007,Poland,"lead, mine",61330,,,,,,,,,,,,,
