country,year,value_metric_t,footnote,yearbook_year,commodity_category_used,commodity,unit_original,unit_converted,n_source_rows,source_file,,,,
South Africa,2017,54000,,2020,refined_secondary,"Lead > Refinery, secondary","Metric tons, gross weight unless otherwise specified",metric_tonnes,3,myb3-2020-21-south-africa.xlsx,,,,
South Africa,2018,56000,e,2022,refined_secondary,"Lead > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,4,myb3-2022-south-africa (2).xlsx,,,,
South Africa,2019,56000,e,2022,refined_secondary,"Lead > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2022-south-africa (2).xlsx,,,,
South Africa,2020,55000,e,2022,refined_secondary,"Lead > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,2,myb3-2022-south-africa (2).xlsx,,,,
South Africa,2021,56000,,2022,refined_secondary,"Lead > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,2,myb3-2022-south-africa (2).xlsx,,,,
South Africa,2022,58000,,2022,refined_secondary,"Lead > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,1,myb3-2022-south-africa (2).xlsx,,,,
Spain,2015,165000,,2019,refined_secondary,"Lead > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2019-spain.xlsx,,,,
Spain,2016,169000,r,2019,refined_secondary,"Lead > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,2,myb3-2019-spain.xlsx,,,,
Spain,2017,188000,,2020,refined_secondary,"Lead > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,2,myb3-2020-21-Spain-advrel.xlsx,,,,
Spain,2018,190000,e,2022,refined_secondary,"Lead > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2022-Spain-ert.xlsx,,,,
Spain,2019,192000,,2022,refined_secondary,"Lead > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2022-Spain-ert.xlsx,,,,
Spain,2020,175000,,2022,refined_secondary,"Lead > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2022-Spain-ert.xlsx,,,,
Spain,2021,192000,,2022,refined_secondary,"Lead > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,2,myb3-2022-Spain-ert.xlsx,,,,
Spain,2022,192000,,2022,refined_secondary,"Lead > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,1,myb3-2022-Spain-ert.xlsx,,,,
Sri Lanka,2015,3000,r,2019,refined_secondary,"Lead, refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2019-sri-lanka.xlsx,,,,
Sri Lanka,2016,2900,r,2019,refined_secondary,"Lead, refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,2,myb3-2019-sri-lanka.xlsx,,,,
Sri Lanka,2017,4400,r,2020,refined_secondary,"Lead, refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,2,myb3-2020-21-sri-lanka.xlsx,,,,
Sri Lanka,2018,6600,r,2022,refined_secondary,"Lead, refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2022-Sri_Lanka-adv.xlsx,,,,
Sri Lanka,2019,7600,r,2022,refined_secondary,"Lead, refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2022-Sri_Lanka-adv.xlsx,,,,
Sri Lanka,2020,4100,r,2022,refined_secondary,"Lead, refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,2,myb3-2022-Sri_Lanka-adv.xlsx,,,,
Sri Lanka,2021,7200,r,2022,refined_secondary,"Lead, refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,2,myb3-2022-Sri_Lanka-adv.xlsx,,,,
Sri Lanka,2022,5000,,2022,refined_secondary,"Lead, refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,1,myb3-2022-Sri_Lanka-adv.xlsx,,,,
Sweden,2015,44800,,2019,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,4,myb3-2019-sweden.xlsx,,,,
Sweden,2016,46000,,2019,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2019-sweden.xlsx,,,,
Sweden,2017,50200,,2020,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2020-21-Sweden-advrel.xlsx,,,,
Sweden,2018,47200,,2022,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,4,myb3-2022-Sweden-ert.xlsx,,,,
Sweden,2019,49500,,2022,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2022-Sweden-ert.xlsx,,,,
Sweden,2020,46500,,2022,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,2,myb3-2022-Sweden-ert.xlsx,,,,
Sweden,2021,47200,,2022,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,2,myb3-2022-Sweden-ert.xlsx,,,,
Sweden,2022,42000,,2022,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,1,myb3-2022-Sweden-ert.xlsx,,,,
Taiwan,2015,46000,,2019,refined_secondary,"Lead, refinery, secondary",thousand metric tons,kept_as_mt_mislabelled_thousands,3,myb3-2019-taiwan.xlsx,,,,
Taiwan,2016,48000,,2019,refined_secondary,"Lead, refinery, secondary",thousand metric tons,kept_as_mt_mislabelled_thousands,3,myb3-2019-taiwan.xlsx,,,,
Taiwan,2017,48000,,2020,refined_secondary,"Lead, refinery, secondary",thousand metric tons,kept_as_mt_mislabelled_thousands,3,myb3-2020-21-taiwan.xlsx,,,,
Taiwan,2018,58000,,2022,refined_secondary,"Lead, refinery, secondary",thousand metric tons,kept_as_mt_mislabelled_thousands,4,myb3-2022-Taiwan-advrel.xlsx,,,,
Taiwan,2019,58000,,2022,refined_secondary,"Lead, refinery, secondary",thousand metric tons,kept_as_mt_mislabelled_thousands,3,myb3-2022-Taiwan-advrel.xlsx,,,,
Taiwan,2020,55000,,2022,refined_secondary,"Lead, refinery, secondary",thousand metric tons,kept_as_mt_mislabelled_thousands,2,myb3-2022-Taiwan-advrel.xlsx,,,,
Taiwan,2021,60000,,2022,refined_secondary,"Lead, refinery, secondary",thousand metric tons,kept_as_mt_mislabelled_thousands,2,myb3-2022-Taiwan-advrel.xlsx,,,,
Taiwan,2022,70000,,2022,refined_secondary,"Lead, refinery, secondary",thousand metric tons,kept_as_mt_mislabelled_thousands,1,myb3-2022-Taiwan-advrel.xlsx,,,,
Tanzania,2020,2770,,2020,refined_secondary,"Lead, refinery, secondary",kilograms,converted_from_kg,1,myb3-2020-21-Tanzania-advrel.xlsx,,,,
Tanzania,2021,2430,,2020,refined_secondary,"Lead, refinery, secondary",kilograms,converted_from_kg,1,myb3-2020-21-Tanzania-advrel.xlsx,,,,
Thailand,2015,86000,,2019,refined_secondary,"Lead, refinery, secondary, lead alloys",thousand metric tons,kept_as_mt_mislabelled_thousands,3,myb3-2019-thailand.xlsx,,,,
Thailand,2016,86000,,2019,refined_secondary,"Lead, refinery, secondary, lead alloys",thousand metric tons,kept_as_mt_mislabelled_thousands,3,myb3-2019-thailand.xlsx,,,,
Thailand,2017,88000,,2020,refined_secondary,"Lead, refinery, secondary",thousand metric tons,kept_as_mt_mislabelled_thousands,3,myb3-2020-21-thailand.xlsx,,,,
Thailand,2018,85000,,2022,refined_secondary,"Lead, refinery, secondary",thousand metric tons,kept_as_mt_mislabelled_thousands,4,myb3-2022-Thailand-ert.xlsx,,,,
Thailand,2019,86000,r,2022,refined_secondary,"Lead, refinery, secondary",thousand metric tons,kept_as_mt_mislabelled_thousands,3,myb3-2022-Thailand-ert.xlsx,,,,
Thailand,2020,80000,,2022,refined_secondary,"Lead, refinery, secondary",thousand metric tons,kept_as_mt_mislabelled_thousands,2,myb3-2022-Thailand-ert.xlsx,,,,
Thailand,2021,86000,r,2022,refined_secondary,"Lead, refinery, secondary",thousand metric tons,kept_as_mt_mislabelled_thousands,2,myb3-2022-Thailand-ert.xlsx,,,,
Thailand,2022,88000,,2022,refined_secondary,"Lead, refinery, secondary",thousand metric tons,kept_as_mt_mislabelled_thousands,1,myb3-2022-Thailand-ert.xlsx,,,,
Turkey,2015,56000,,2019,refined_secondary,"Lead-zinc ore > Concentrate > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2019-turkey.xlsx,,,,
Turkey,2016,58000,,2019,refined_secondary,"Lead-zinc ore > Concentrate > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2019-turkey.xlsx,,,,
Turkey,2017,58000,,2020,refined_secondary,"Lead-zinc ore > Concentrate > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2020-21-Turkey-advrel.xlsx,,,,
Turkey,2018,58000,,2022,refined_secondary,"Lead-zinc ore > Concentrate > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,4,myb3-2022-Turkey-ert.xlsx,,,,
Turkey,2019,60000,,2022,refined_secondary,"Lead-zinc ore > Concentrate > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2022-Turkey-ert.xlsx,,,,
Turkey,2020,56000,,2022,refined_secondary,"Lead-zinc ore > Concentrate > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,2,myb3-2022-Turkey-ert.xlsx,,,,
Turkey,2021,120000,r,2022,refined_secondary,"Lead-zinc ore > Concentrate > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,2,myb3-2022-Turkey-ert.xlsx,,,,
Turkey,2022,90000,,2022,refined_secondary,"Lead-zinc ore > Concentrate > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,1,myb3-2022-Turkey-ert.xlsx,,,,
Uganda,2015,800,,2019,refined_secondary,"Lead, refinery, secondarye,",kilograms,converted_from_kg,3,myb3-2019-uganda.xlsx,,,,
Uganda,2016,800,,2019,refined_secondary,"Lead, refinery, secondarye,",kilograms,converted_from_kg,3,myb3-2019-uganda.xlsx,,,,
Uganda,2017,800,,2020,refined_secondary,"Lead, refinery, secondarye,",kilograms,converted_from_kg,3,myb3-2020-21-Uganda-advrel.xlsx,,,,
Uganda,2018,800,,2020,refined_secondary,"Lead, refinery, secondarye,",kilograms,converted_from_kg,3,myb3-2020-21-Uganda-advrel.xlsx,,,,
Uganda,2019,800,,2020,refined_secondary,"Lead, refinery, secondarye,",kilograms,converted_from_kg,2,myb3-2020-21-Uganda-advrel.xlsx,,,,
Uganda,2020,800,,2020,refined_secondary,"Lead, refinery, secondarye,",kilograms,converted_from_kg,1,myb3-2020-21-Uganda-advrel.xlsx,,,,
Uganda,2021,800,,2020,refined_secondary,"Lead, refinery, secondarye,",kilograms,converted_from_kg,1,myb3-2020-21-Uganda-advrel.xlsx,,,,
Ukraine,2015,30000,e,2019,refined_secondary,"Lead, refinery, secondary",thousand metric tons,kept_as_mt_mislabelled_thousands,4,myb3-2019-ukraine.xlsx,,,,
Ukraine,2016,28465,,2019,refined_secondary,"Lead, refinery, secondary",thousand metric tons,kept_as_mt_mislabelled_thousands,3,myb3-2019-ukraine.xlsx,,,,
Ukraine,2017,33633,,2020,refined_secondary,"Lead, refinery, secondary",thousand metric tons,kept_as_mt_mislabelled_thousands,3,myb3-2020-21-ukraine.xlsx,,,,
Ukraine,2018,29760,,2022,refined_secondary,"Lead, refinery, secondary",kilograms,converted_from_kg,4,myb3-2022-ukraine.xlsx,,,,
Ukraine,2019,24704,,2023,refined_secondary,"Lead, refinery, secondary",thousand metric tons,kept_as_mt_mislabelled_thousands,4,myb3-2023-ukraine.xlsx,,,,
Ukraine,2020,24649,,2023,refined_secondary,"Lead, refinery, secondary",thousand metric tons,kept_as_mt_mislabelled_thousands,3,myb3-2023-ukraine.xlsx,,,,
Ukraine,2021,25000,e,2023,refined_secondary,"Lead, refinery, secondary",thousand metric tons,kept_as_mt_mislabelled_thousands,3,myb3-2023-ukraine.xlsx,,,,
Ukraine,2022,15000,e,2023,refined_secondary,"Lead, refinery, secondary",thousand metric tons,kept_as_mt_mislabelled_thousands,2,myb3-2023-ukraine.xlsx,,,,
Ukraine,2023,12000,e,2023,refined_secondary,"Lead, refinery, secondary",thousand metric tons,kept_as_mt_mislabelled_thousands,1,myb3-2023-ukraine.xlsx,,,,
United Arab Emirates,2017,25000,,2020,refined_secondary,"Lead, refinery, secondary",metric tons,metric_tonnes,1,myb3-2020-21-united-arab-emirates.xlsx,,,,
United Arab Emirates,2018,25000,,2022,refined_secondary,"Lead, refinery, secondary",metric tons,metric_tonnes,2,myb3-2022-United Arab Emirates-advrel.xlsx,,,,
United Arab Emirates,2019,25000,,2022,refined_secondary,"Lead, refinery, secondary",metric tons,metric_tonnes,2,myb3-2022-United Arab Emirates-advrel.xlsx,,,,
United Arab Emirates,2020,25000,,2022,refined_secondary,"Lead, refinery, secondary",metric tons,metric_tonnes,2,myb3-2022-United Arab Emirates-advrel.xlsx,,,,
United Arab Emirates,2021,25000,,2022,refined_secondary,"Lead, refinery, secondary",metric tons,metric_tonnes,2,myb3-2022-United Arab Emirates-advrel.xlsx,,,,
United Arab Emirates,2022,25000,e,2022,refined_secondary,"Lead, refinery, secondary",metric tons,metric_tonnes,1,myb3-2022-United Arab Emirates-advrel.xlsx,,,,
United Kingdom,2015,158000,,2019,refined_secondary,"Lead, refinery > Secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,4,myb3-2019-united-kingdom.xlsx,,,,
United Kingdom,2016,158000,,2019,refined_secondary,"Lead, refinery > Secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2019-united-kingdom.xlsx,,,,
United Kingdom,2017,160000,,2020,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2020-21-United Kingdom-advrel.xlsx,,,,
United Kingdom,2018,165000,r,2020,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2020-21-United Kingdom-advrel.xlsx,,,,
United Kingdom,2019,165000,r,2020,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,2,myb3-2020-21-United Kingdom-advrel.xlsx,,,,
United Kingdom,2020,163000,,2020,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,1,myb3-2020-21-United Kingdom-advrel.xlsx,,,,
United Kingdom,2021,164000,,2020,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,1,myb3-2020-21-United Kingdom-advrel.xlsx,,,,
Venezuela,2015,20000,,2019,refined_secondary,"Lead, refinery, secondary",thousand metric tons,converted_from_thousand_t,3,myb3-2019-venezuela.xlsx,,,,
Venezuela,2016,16000,,2019,refined_secondary,"Lead, refinery, secondary",thousand metric tons,converted_from_thousand_t,3,myb3-2019-venezuela.xlsx,,,,
Venezuela,2017,16000,,2020,refined_secondary,"Lead, refinery, secondary",thousand metric tons,converted_from_thousand_t,3,myb3-2020-21-venezuela.xlsx,,,,
Venezuela,2018,9000,,2022,refined_secondary,"Lead, refinery, secondary",thousand metric tons,converted_from_thousand_t,4,myb3-2022-venezuela.xlsx,,,,
Venezuela,2019,20000,r,2022,refined_secondary,"Lead, refinery, secondary",thousand metric tons,converted_from_thousand_t,3,myb3-2022-venezuela.xlsx,,,,
Venezuela,2020,20000,r,2022,refined_secondary,"Lead, refinery, secondary",thousand metric tons,converted_from_thousand_t,2,myb3-2022-venezuela.xlsx,,,,
Venezuela,2021,20000,r,2022,refined_secondary,"Lead, refinery, secondary",thousand metric tons,converted_from_thousand_t,2,myb3-2022-venezuela.xlsx,,,,
Venezuela,2022,20000,,2022,refined_secondary,"Lead, refinery, secondary",thousand metric tons,converted_from_thousand_t,1,myb3-2022-venezuela.xlsx,,,,
